LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Bengaluru,2015,Maruti,Alto K10 VXI AMT,Manual,"10,825 km",Petrol,2nd Owner,"₹3,86,399"
Bengaluru,2017,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"69,211 km",Petrol,1st Owner,"₹6,83,999"
Bengaluru,2013,Maruti,Alto 800 LXI,Manual,"48,349 km",Petrol,1st Owner,"₹3,01,699"
Bengaluru,2011,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"38,597 km",Petrol,2nd Owner,"₹4,22,199"
Bengaluru,2019,Volkswagen,Polo Trendline 1.0 L Petrol,Manual,"18,911 km",Petrol,1st Owner,"₹6,27,599"
Bengaluru,2015,Honda,Jazz 1.2 V MT,Manual,"29,909 km",Petrol,2nd Owner,"₹5,66,699"
Bengaluru,2018,Maruti,Celerio VXI (O) AMT,Automatic,"8,204 km",Petrol,1st Owner,"₹5,69,799"
Bengaluru,2014,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"38,708 km",Petrol,1st Owner,"₹3,82,299"
Bengaluru,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"32,763 km",Petrol,1st Owner,"₹5,88,799"
Bengaluru,2016,Ford,New Figo 1.2 TITANIUM,Manual,"15,848 km",Petrol,1st Owner,"₹5,55,299"
Bengaluru,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"33,724 km",Petrol,1st Owner,"₹6,42,699"
Bengaluru,2009,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"42,118 km",Petrol,2nd Owner,"₹3,19,599"
Bengaluru,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"1,02,624 km",Petrol,1st Owner,"₹6,10,099"
Bengaluru,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"91,131 km",Petrol,2nd Owner,"₹3,52,899"
Bengaluru,2016,Renault,Kwid RXT 1.0 EASY-R  AT,Manual,"44,291 km",Petrol,1st Owner,"₹3,88,899"
Bengaluru,2017,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"1,00,703 km",Diesel,1st Owner,"₹7,16,799"
Bengaluru,2017,Hyundai,Elite i20 ASTA 1.2 DUAL TONE,Manual,"26,347 km",Petrol,1st Owner,"₹7,34,299"
Bengaluru,2016,Renault,Kwid 1.0 RXT,Manual,"43,383 km",Petrol,2nd Owner,"₹3,50,799"
Bengaluru,2016,Renault,Kwid 1.0 RXT Opt AT,Automatic,"30,360 km",Petrol,1st Owner,"₹4,34,599"
Bengaluru,2017,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"35,928 km",Petrol,1st Owner,"₹5,92,199"
Bengaluru,2017,Maruti,IGNIS ALPHA 1.2 K12 DUAL TONE,,"1,02,631 km",Petrol,1st Owner,"₹5,25,899"
Bengaluru,2013,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"40,662 km",Petrol,1st Owner,"₹4,55,099"
Bengaluru,2018,Maruti,Swift ZDI AMT,Automatic,"50,630 km",Diesel,1st Owner,"₹7,62,899"
Bengaluru,2013,Maruti,Alto 800 LXI,Manual,"22,668 km",Petrol,1st Owner,"₹3,08,199"
Bengaluru,2011,Hyundai,i20 ASTA 1.2,Manual,"83,603 km",Petrol,2nd Owner,"₹4,24,599"
Bengaluru,2010,Hyundai,Santro Xing GLS LPG,Manual,"74,255 km",Petrol + LPG,3rd Owner,"₹2,54,699"
Bengaluru,2015,Maruti,Swift VDI ABS,Manual,"42,729 km",Diesel,2nd Owner,"₹6,11,299"
Bengaluru,2020,Maruti,S PRESSO VXI PLUS,Manual,"4,983 km",Petrol,1st Owner,"₹5,24,599"
Bengaluru,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"65,828 km",Petrol,1st Owner,"₹4,88,899"
Bengaluru,2013,Honda,Brio 1.2 V MT I VTEC,Manual,"49,644 km",Petrol,1st Owner,"₹3,93,199"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"70,009 km",Petrol,2nd Owner,"₹3,05,799"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"47,436 km",Petrol,1st Owner,"₹3,21,999"
Bengaluru,2012,Maruti,Swift ZXI,Manual,"43,042 km",Petrol,2nd Owner,"₹4,43,499"
Bengaluru,2017,Renault,Kwid RXL1.0 EASY-R AT,,"26,371 km",Petrol,1st Owner,"₹4,55,199"
Bengaluru,2017,Renault,Kwid RXL1.0 EASY-R AT,Manual,"15,883 km",Petrol,1st Owner,"₹4,42,399"
Bengaluru,2010,Maruti,Alto LXI,Manual,"41,388 km",Petrol,3rd Owner,"₹2,25,299"
Bengaluru,2013,Hyundai,i20 MAGNA O 1.2,Manual,"41,105 km",Petrol,1st Owner,"₹4,73,999"
Bengaluru,2019,Maruti,Swift ZXI+,Manual,"7,496 km",Petrol,1st Owner,"₹8,00,499"
Bengaluru,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"49,270 km",Petrol,2nd Owner,"₹4,98,799"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"1,02,743 km",Petrol,1st Owner,"₹2,98,899"
Bengaluru,2019,Maruti,Alto VXI,Manual,"17,352 km",Petrol,1st Owner,"₹3,91,999"
Bengaluru,2012,Maruti,Swift VXI,Manual,"51,412 km",Petrol,1st Owner,"₹4,91,399"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"59,401 km",Petrol,1st Owner,"₹4,53,399"
Bengaluru,2013,Hyundai,i20 SPORTZ 1.4 AT VTVT,Manual,"76,298 km",Petrol,2nd Owner,"₹5,05,899"
Bengaluru,2017,Renault,Kwid CLIMBER 1.0 AT,Manual,"30,108 km",Petrol,1st Owner,"₹4,59,599"
Bengaluru,2011,Hyundai,i20 ASTA 1.4 AT VTVT,Automatic,"90,672 km",Petrol,3rd Owner,"₹3,88,299"
Bengaluru,2014,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"61,003 km",Petrol,2nd Owner,"₹3,60,799"
Bengaluru,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"23,568 km",Petrol,1st Owner,"₹5,94,099"
Bengaluru,2015,Maruti,Ritz ZXI ABS,Manual,"54,899 km",Petrol,1st Owner,"₹5,33,799"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI,Manual,"74,510 km",Petrol,2nd Owner,"₹4,03,199"
Bengaluru,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"30,243 km",Petrol,2nd Owner,"₹5,66,599"
Bengaluru,2015,Tata,Nano XT TWIST,Manual,"43,402 km",Petrol,1st Owner,"₹1,96,499"
Bengaluru,2014,Hyundai,Eon MAGNA PLUS,Manual,"56,213 km",Petrol,2nd Owner,"₹3,56,899"
Bengaluru,2014,Hyundai,Eon SPORTZ,Manual,"36,141 km",Petrol,2nd Owner,"₹3,57,799"
Bengaluru,2012,Maruti,Wagon R 1.0 VXI,Manual,"53,525 km",Petrol,1st Owner,"₹3,74,499"
Bengaluru,2019,Maruti,Celerio ZXI OPT,Manual,"21,303 km",Petrol,2nd Owner,"₹5,87,399"
Bengaluru,2011,Maruti,Ritz LXI,Manual,"39,904 km",Petrol,1st Owner,"₹3,81,099"
Bengaluru,2014,Maruti,Alto K10 VXI,Manual,"39,959 km",Petrol,1st Owner,"₹3,21,899"
Bengaluru,2016,Maruti,Alto 800 VXI,Manual,"25,517 km",Petrol,2nd Owner,"₹3,30,999"
Bengaluru,2016,Maruti,Alto K10 VXI AMT,Manual,"22,469 km",Petrol,1st Owner,"₹4,12,599"
Bengaluru,2016,Maruti,Alto K10 VXI (O) AMT,Manual,"28,783 km",Petrol,2nd Owner,"₹3,89,099"
Bengaluru,2015,Maruti,Alto K10 VXI,Manual,"36,136 km",Petrol,2nd Owner,"₹3,38,899"
Bengaluru,2014,Maruti,Wagon R 1.0 VXI,Manual,"57,378 km",Petrol,1st Owner,"₹3,55,899"
Bengaluru,2013,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"45,757 km",Petrol,1st Owner,"₹6,53,499"
Bengaluru,2017,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"38,489 km",Petrol,2nd Owner,"₹6,23,599"
Bengaluru,2009,Hyundai,i10 SPORTZ 1.2,Manual,"1,02,702 km",Petrol,2nd Owner,"₹2,48,799"
Bengaluru,2015,Tata,Nano TWIST XTA,Automatic,"32,444 km",Petrol,1st Owner,"₹2,59,499"
Bengaluru,2014,Hyundai,Eon MAGNA PLUS,Manual,"17,344 km",Petrol,1st Owner,"₹3,51,899"
Bengaluru,2017,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"19,213 km",Petrol,1st Owner,"₹8,09,199"
Bengaluru,2018,Hyundai,i20 Active 1.2 S,Manual,"11,678 km",Petrol,1st Owner,"₹7,53,399"
Bengaluru,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"7,071 km",Petrol,1st Owner,"₹5,65,199"
Bengaluru,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"24,480 km",Petrol,1st Owner,"₹6,63,299"
Bengaluru,2017,Tata,Tiago XZ 1.2 REVOTRON,Manual,"14,733 km",Petrol,1st Owner,"₹5,43,499"
Bengaluru,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"47,893 km",Petrol,1st Owner,"₹3,51,399"
Bengaluru,2010,Maruti,Ritz VXI ABS,Manual,"88,811 km",Petrol,2nd Owner,"₹3,47,599"
Bengaluru,2010,Maruti,Ritz VXI BS IV,Manual,"38,191 km",Petrol,1st Owner,"₹3,55,299"
Bengaluru,2017,Maruti,Baleno ALPHA 1.2 K12,Manual,"26,109 km",Petrol,2nd Owner,"₹6,86,999"
Bengaluru,2017,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"34,310 km",Petrol,1st Owner,"₹6,00,999"
Bengaluru,2008,Maruti,Alto LXI,Manual,"73,710 km",Petrol,1st Owner,"₹1,94,999"
Bengaluru,2018,Tata,Tiago XE 1.2 REVOTRON,Manual,"16,619 km",Petrol,1st Owner,"₹4,15,799"
Bengaluru,2017,Maruti,IGNIS SIGMA 1.2 K12,Manual,"48,370 km",Petrol,1st Owner,"₹4,80,299"
Bengaluru,2014,Maruti,Celerio VXI,Manual,"1,67,450 km",Petrol,1st Owner,"₹3,69,699"
Bengaluru,2014,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"23,178 km",Petrol,1st Owner,"₹5,56,299"
Bengaluru,2011,Maruti,Swift LXI,Manual,"53,055 km",Petrol,2nd Owner,"₹4,02,099"
Bengaluru,2012,Maruti,Swift VXI,Manual,"37,366 km",Petrol,1st Owner,"₹4,97,499"
Bengaluru,2013,Hyundai,i20 MAGNA O 1.2,Manual,"21,448 km",Petrol,1st Owner,"₹5,21,899"
Bengaluru,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"30,545 km",Petrol,1st Owner,"₹5,50,899"
Bengaluru,2019,Renault,Kwid RXL,Manual,"16,192 km",Petrol,1st Owner,"₹3,69,599"
Bengaluru,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"43,551 km",Petrol,1st Owner,"₹4,80,499"
Bengaluru,2012,Maruti,Swift VXI,Manual,"75,456 km",Petrol,1st Owner,"₹4,76,499"
Bengaluru,2014,Maruti,Swift VXI,Manual,"61,475 km",Petrol,1st Owner,"₹4,79,299"
Bengaluru,2015,Hyundai,Grand i10 ASTA 1.1 (O) CRDI,Manual,"77,105 km",Diesel,1st Owner,"₹5,30,499"
Bengaluru,2018,Renault,Kwid 1.0 RXT,Manual,"32,381 km",Petrol,1st Owner,"₹3,94,199"
Bengaluru,2015,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"57,741 km",Petrol,1st Owner,"₹4,94,299"
Bengaluru,2015,Tata,Nano XT TWIST,Manual,"39,703 km",Petrol,1st Owner,"₹1,99,199"
Bengaluru,2014,Maruti,Wagon R 1.0 VXI,Manual,"45,572 km",Petrol,1st Owner,"₹3,91,799"
Bengaluru,2016,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT OPT,Manual,"33,876 km",Petrol,1st Owner,"₹5,55,599"
Bengaluru,2012,Maruti,Wagon R 1.0 VXI,Manual,"60,617 km",Petrol,1st Owner,"₹3,45,799"
Bengaluru,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"18,671 km",Petrol,2nd Owner,"₹5,06,899"
Bengaluru,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"12,253 km",Petrol,2nd Owner,"₹5,35,199"
Bengaluru,2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"21,197 km",Petrol,2nd Owner,"₹5,55,599"
Bengaluru,2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"61,166 km",Petrol,1st Owner,"₹4,71,699"
Bengaluru,2017,Maruti,Celerio VXI AMT,Automatic,"61,018 km",Petrol,1st Owner,"₹5,07,399"
Bengaluru,2014,Tata,Nano XT TWIST,Manual,"8,511 km",Petrol,1st Owner,"₹2,03,799"
Bengaluru,2012,Maruti,Alto K10 VXI,Manual,"49,493 km",Petrol,1st Owner,"₹3,09,699"
Bengaluru,2012,Maruti,Alto K10 VXI,Manual,"46,264 km",Petrol,1st Owner,"₹3,20,799"
Bengaluru,2016,Maruti,Celerio ZXI OPT AMT,Automatic,"21,156 km",Petrol,2nd Owner,"₹4,82,599"
Bengaluru,2015,Maruti,Alto 800 LXI,Manual,"46,146 km",Petrol,2nd Owner,"₹3,12,999"
Bengaluru,2016,Maruti,Alto K10 VXI (O) AMT,Manual,"17,015 km",Petrol,1st Owner,"₹4,56,099"
Bengaluru,2014,Maruti,Alto K10 VXI,Manual,"34,245 km",Petrol,2nd Owner,"₹3,13,399"
Bengaluru,2016,Maruti,Alto K10 VXI (O) AMT,Manual,"29,240 km",Petrol,1st Owner,"₹4,29,899"
Bengaluru,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"50,999 km",Petrol,1st Owner,"₹4,87,499"
Bengaluru,2013,Maruti,Wagon R 1.0 VXI,Manual,"41,074 km",Petrol,1st Owner,"₹3,69,099"
Bengaluru,2017,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"41,350 km",Petrol,1st Owner,"₹5,17,299"
Bengaluru,2014,Maruti,Alto 800 LXI,Manual,"55,082 km",Petrol,1st Owner,"₹2,86,999"
Bengaluru,2013,Maruti,Alto K10 VXI,Manual,"39,062 km",Petrol,2nd Owner,"₹2,67,799"
Bengaluru,2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"2,538 km",Petrol,1st Owner,"₹7,98,199"
Bengaluru,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"6,413 km",Petrol,1st Owner,"₹5,82,899"
Bengaluru,2013,Maruti,Wagon R 1.0 VXI,Manual,"44,510 km",Petrol,1st Owner,"₹3,70,299"
Bengaluru,2017,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"35,971 km",Petrol,1st Owner,"₹6,58,699"
Bengaluru,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"32,950 km",Petrol,1st Owner,"₹6,59,399"
Bengaluru,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"31,208 km",Petrol,1st Owner,"₹6,79,499"
Bengaluru,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"17,406 km",Petrol,1st Owner,"₹7,05,699"
Bengaluru,2015,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"53,045 km",Petrol,1st Owner,"₹6,58,599"
Bengaluru,2017,Maruti,Swift VXI,Manual,"52,625 km",Petrol,2nd Owner,"₹6,26,099"
Bengaluru,2017,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"22,957 km",Petrol,1st Owner,"₹6,32,799"
Bengaluru,2017,Tata,Tiago XZ 1.2 REVOTRON,Manual,"65,085 km",Petrol,1st Owner,"₹5,33,799"
Bengaluru,2017,Ford,New Figo 1.2 TITANIUM,Manual,"32,833 km",Petrol,1st Owner,"₹5,55,299"
Bengaluru,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"45,655 km",Petrol,2nd Owner,"₹3,56,199"
Bengaluru,2016,Tata,Tiago XZ 1.2 REVOTRON,Manual,"28,589 km",Petrol,2nd Owner,"₹5,01,599"
Bengaluru,2020,Toyota,Glanza V CVT,Automatic,"6,593 km",Petrol,1st Owner,"₹9,43,499"
Bengaluru,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"73,563 km",Petrol,2nd Owner,"₹5,42,799"
Bengaluru,2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"28,501 km",Petrol,2nd Owner,"₹4,88,499"
Bengaluru,2018,Maruti,IGNIS ALPHA 1.2 K12 AMT,Automatic,"10,344 km",Petrol,1st Owner,"₹7,36,699"
Bengaluru,2015,Maruti,Celerio VXI AMT,Automatic,"27,369 km",Petrol,2nd Owner,"₹4,41,099"
Bengaluru,2018,Maruti,Swift ZDI AMT,Automatic,"56,661 km",Diesel,1st Owner,"₹7,41,799"
Bengaluru,2018,Datsun,Redi Go 1.0 S AT,Manual,"27,052 km",Petrol,2nd Owner,"₹3,49,299"
Bengaluru,2016,Honda,Brio 1.2 S MT I VTEC,Manual,"26,015 km",Petrol,1st Owner,"₹4,75,199"
Bengaluru,2012,Maruti,Swift VXI,Manual,"34,439 km",Petrol,1st Owner,"₹4,95,499"
Bengaluru,2014,Maruti,Swift VXI,Manual,"51,290 km",Petrol,1st Owner,"₹4,88,999"
Bengaluru,2012,Maruti,Swift VXI,Manual,"56,941 km",Petrol,2nd Owner,"₹4,65,599"
Bengaluru,2017,Renault,Kwid CLIMBER 1.0 AT,Manual,"26,686 km",Petrol,1st Owner,"₹4,79,599"
Bengaluru,2017,Renault,Kwid RXL1.0 EASY-R AT,Manual,"18,163 km",Petrol,1st Owner,"₹4,48,299"
Bengaluru,2017,Renault,Kwid CLIMBER 1.0 AT,Manual,"27,188 km",Petrol,1st Owner,"₹4,50,599"
Bengaluru,2018,Renault,Kwid RXT 1.0 EASY-R  AT,Manual,"4,262 km",Petrol,1st Owner,"₹5,06,699"
Bengaluru,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"1,02,124 km",Petrol,2nd Owner,"₹4,57,499"
Bengaluru,2014,Hyundai,Eon ERA PLUS,Manual,"21,658 km",Petrol,2nd Owner,"₹3,07,299"
Bengaluru,2020,Maruti,IGNIS SIGMA 1.2 K12,Manual,"4,656 km",Petrol,1st Owner,"₹5,62,999"
Bengaluru,2014,Hyundai,Eon MAGNA PLUS,Manual,"46,920 km",Petrol,1st Owner,"₹3,53,599"
Bengaluru,2014,Maruti,Ritz ZDI,Manual,"66,585 km",Diesel,2nd Owner,"₹4,88,399"
Bengaluru,2018,Maruti,Wagon R 1.0 VXI,Manual,"6,781 km",Petrol,1st Owner,"₹5,12,599"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"40,783 km",Petrol,1st Owner,"₹4,59,099"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI,Manual,"31,051 km",Petrol,1st Owner,"₹4,46,399"
Bengaluru,2015,Maruti,Wagon R 1.0 VXI,Manual,"21,512 km",Petrol,1st Owner,"₹4,46,599"
Bengaluru,2011,Maruti,Ritz ZXI,Manual,"33,079 km",Petrol,1st Owner,"₹4,31,999"
Bengaluru,2017,Maruti,Alto 800 LXI,Manual,"33,777 km",Petrol,1st Owner,"₹3,20,999"
Bengaluru,2017,Maruti,Alto 800 LXI,Manual,"17,674 km",Petrol,1st Owner,"₹3,26,299"
Bengaluru,2012,Maruti,Ritz VXI BS IV,Manual,"60,051 km",Petrol,2nd Owner,"₹4,09,199"
Bengaluru,2011,Maruti,Alto LXI,Manual,"46,871 km",Petrol,2nd Owner,"₹2,63,199"
Bengaluru,2014,Maruti,Alto 800 LXI,Manual,"43,569 km",Petrol,1st Owner,"₹3,11,199"
Bengaluru,2017,Maruti,Alto 800 VXI,Manual,"38,554 km",Petrol,1st Owner,"₹3,39,999"
Bengaluru,2016,Maruti,Alto 800 VXI,Manual,"13,482 km",Petrol,1st Owner,"₹3,62,499"
Bengaluru,2016,Maruti,Alto 800 VXI,Manual,"15,996 km",Petrol,2nd Owner,"₹3,35,699"
Bengaluru,2015,Maruti,Alto K10 VXI,Manual,"22,584 km",Petrol,2nd Owner,"₹3,66,899"
Bengaluru,2016,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"34,107 km",Petrol,3rd Owner,"₹6,09,199"
Bengaluru,2016,Maruti,Celerio VXI AMT,Automatic,"42,560 km",Petrol,1st Owner,"₹4,69,599"
Bengaluru,2021,Volkswagen,Polo Trendline 1.0 L Petrol,,"3,408 km",Petrol,1st Owner,"₹6,62,699"
Bengaluru,2018,Maruti,Celerio ZXI OPT AMT,Automatic,"2,405 km",Petrol,1st Owner,"₹5,81,199"
Bengaluru,2016,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"35,519 km",Petrol,1st Owner,"₹6,01,399"
Bengaluru,2014,Maruti,Swift VXI,Manual,"39,288 km",Petrol,1st Owner,"₹5,37,599"
Bengaluru,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"13,645 km",Petrol,1st Owner,"₹5,01,199"
Bengaluru,2012,Maruti,Swift VXI,Manual,"38,980 km",Petrol,1st Owner,"₹4,82,499"
Bengaluru,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Manual,"46,832 km",Petrol,1st Owner,"₹5,78,599"
Bengaluru,2017,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"8,118 km",Petrol,1st Owner,"₹7,02,499"
Bengaluru,2017,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"41,866 km",Petrol,1st Owner,"₹8,08,399"
Bengaluru,2016,Ford,New Figo 1.5 TREND,Manual,"44,755 km",Diesel,1st Owner,"₹4,92,899"
Bengaluru,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"34,417 km",Petrol,1st Owner,"₹7,05,399"
Bengaluru,2016,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"43,221 km",Diesel,2nd Owner,"₹6,83,299"
Bengaluru,2015,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"63,278 km",Diesel,1st Owner,"₹6,66,599"
Bengaluru,2017,Ford,New Figo 1.2 TITANIUM,Manual,"16,215 km",Petrol,1st Owner,"₹5,54,299"
Bengaluru,2019,Hyundai,Elite i20 1.2 MAGNA PLUS VTVT,Manual,"19,795 km",Petrol,1st Owner,"₹6,52,799"
Bengaluru,2012,Hyundai,Eon ERA PLUS,Manual,"88,589 km",Petrol,1st Owner,"₹3,14,299"
Bengaluru,2016,Honda,Jazz 1.2 V MT,Manual,"54,525 km",Petrol,1st Owner,"₹6,11,899"
Bengaluru,2016,Honda,Jazz 1.2 V MT,Manual,"27,819 km",Petrol,1st Owner,"₹6,28,999"
Bengaluru,2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"25,485 km",Petrol,1st Owner,"₹4,92,899"
Bengaluru,2016,Maruti,Swift LXI OPT,Manual,"35,352 km",Petrol,1st Owner,"₹4,82,399"
Bengaluru,2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"31,454 km",Petrol,4th Owner,"₹4,23,099"
Bengaluru,2018,Maruti,Swift VXI,Manual,"37,434 km",Petrol,1st Owner,"₹6,29,699"
Bengaluru,2014,Hyundai,i20 ASTA 1.2,Manual,"26,971 km",Petrol,2nd Owner,"₹5,22,099"
Bengaluru,2019,Maruti,S PRESSO VXI PLUS,Manual,"18,395 km",Petrol,1st Owner,"₹5,00,399"
Bengaluru,2009,Hyundai,i10 SPORTZ 1.2 AT,Automatic,"34,873 km",Petrol,1st Owner,"₹3,25,399"
Bengaluru,2014,Maruti,Swift VXI,Manual,"24,892 km",Petrol,1st Owner,"₹5,21,099"
Bengaluru,2014,Maruti,Swift VXI,Manual,"65,138 km",Petrol,1st Owner,"₹5,42,099"
Bengaluru,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"57,484 km",Petrol,1st Owner,"₹4,97,599"
Bengaluru,2014,Maruti,Swift VXI,Manual,"21,229 km",Petrol,1st Owner,"₹5,54,599"
Bengaluru,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"19,255 km",Petrol,1st Owner,"₹5,77,999"
Bengaluru,2015,Maruti,Swift VDI ABS,Manual,"81,015 km",Diesel,3rd Owner,"₹5,43,299"
Bengaluru,2013,Hyundai,i20 SPORTZ 1.4 AT VTVT,Manual,"50,903 km",Petrol,1st Owner,"₹5,61,799"
Bengaluru,2013,Hyundai,i20 MAGNA O 1.2,Manual,"15,679 km",Petrol,1st Owner,"₹5,19,899"
Bengaluru,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"29,361 km",Petrol,1st Owner,"₹6,06,499"
Bengaluru,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"15,831 km",Petrol,1st Owner,"₹5,78,999"
Bengaluru,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"59,212 km",Petrol,2nd Owner,"₹4,58,499"
Bengaluru,2013,Toyota,Etios Liva V,Manual,"48,838 km",Petrol,1st Owner,"₹5,16,999"
Bengaluru,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"17,939 km",Petrol,1st Owner,"₹5,29,199"
Bengaluru,2014,Maruti,Wagon R 1.0 VXI,Manual,"43,883 km",Petrol,3rd Owner,"₹4,06,499"
Bengaluru,2012,Maruti,Wagon R 1.0 VXI,Manual,"35,022 km",Petrol,1st Owner,"₹3,73,399"
Bengaluru,2015,Honda,Brio 1.2 S MT I VTEC,Manual,"42,415 km",Petrol,2nd Owner,"₹4,42,699"
Bengaluru,2014,Maruti,Ritz VXI BS IV,Manual,"1,08,280 km",Petrol,1st Owner,"₹3,90,599"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI OPT,Manual,"96,083 km",Petrol,1st Owner,"₹4,18,599"
Bengaluru,2011,Maruti,Ritz VXI BS IV,Manual,"32,981 km",Petrol,1st Owner,"₹4,01,699"
Bengaluru,2014,Maruti,Ritz VXI BS IV,Manual,"54,073 km",Petrol,2nd Owner,"₹4,73,199"
Bengaluru,2012,Hyundai,i10 ERA 1.1 IRDE,Manual,"41,155 km",Petrol,1st Owner,"₹4,05,499"
Bengaluru,2016,Maruti,Celerio VXI,Manual,"3,171 km",Petrol,1st Owner,"₹5,04,299"
Bengaluru,2011,Maruti,Ritz VXI BS IV,Manual,"76,246 km",Petrol,2nd Owner,"₹3,67,699"
Bengaluru,2015,Maruti,Wagon R 1.0 VXI,Manual,"33,398 km",Petrol,1st Owner,"₹4,42,099"
Bengaluru,2015,Maruti,Wagon R 1.0 VXI,Manual,"29,297 km",Petrol,2nd Owner,"₹4,20,799"
Bengaluru,2016,Tata,Nano TWIST XTA,Automatic,"19,648 km",Petrol,2nd Owner,"₹2,78,599"
Bengaluru,2014,Maruti,Alto K10 VXI,Manual,"1,16,043 km",Petrol,1st Owner,"₹2,97,299"
Bengaluru,2016,Maruti,Alto K10 VXI,Manual,"73,745 km",Petrol,1st Owner,"₹3,31,899"
Bengaluru,2017,Maruti,Alto 800 VXI,Manual,"37,801 km",Petrol,3rd Owner,"₹3,26,399"
Bengaluru,2015,Maruti,Alto 800 LXI,Manual,"38,512 km",Petrol,1st Owner,"₹3,17,099"
